,name,company
630,"Ассистент по торговой отчетности, г.Актау",Apple City Corps
631,Водитель-курьер с личным автомобилем (Грузовой автомобиль),ТехноGRAD
633,Кладовщик (продукты питания),Жалын 2040
634,ШОБ Кредит менеджерінің ассистенті/Ассистент Кредитного менеджера МСБ,ForteBank
635,Руководитель отдела продаж в Международную школу AIS г. Актау,Батыс Инвест Груп
636,Бухгалтер-оператор по учету ТМЦ,АктауКамазСервис
638,Администратор-менеджер,Хорошая погода
639,Помощник бухгалтера,Дари-дармек орталыгы
640,Продавец-консультант,Актуаль Клуб Оптика ЛТД
641,Инкассатор-сборщик,Kaspi.kz
643,Менеджер по работе с корпоративными клиентами,КДЛ ОЛИМП (ТОО Мырза-Хан)
644,Заң қызметі бағытының сарапшысы/ Эксперт Направления юридической службы,ForteBank
646,Руководитель группы фиксированного бизнеса,"Beeline, ТМ"
647,Специалист по договорам,NOMAD insurance
648,Бетонщик,GENERAL CONSTRUCTION SYSTEMS
649,Эксперт оценщик,Жандос
650,Инженер-гидроэнергетик (Технология + Производство),CHINA HYWAY GROUP LIMITED
651,Главный специалист,"Евразия, Страховая компания"
652,Инженер ТБ и ОТ 2 категории СБиОТ,Мангистауская региональная электросетевая компания
653,Преподаватель математики,Зерделі
654,Корпоративный менеджер,Банк ЦентрКредит
656,Администратор магазина,Мангистау-Волна
657,Инженер ПТО,AKAD
660,Менеджер по страхованию,"Страховая компания Халык, ДО Народного Банка Казахстана"
661,Водитель тягача,М-СтройТранс
662,Менеджер по кадровому делопроизводству,GEO ENERGY GROUP (ГЕО ЭНЕРДЖИ ГРУПП)
664,Ведущий экономист,Судовое оборудование и сервис
665,Педагог по фортепиано,Таирова
667,Маркетолог,КоКо Корейская косметика
668,Монтажник слаботочных систем,ИнтегроСофт
670,Менеджер по продажам товаров для дома,"Дельта Капитал, ТОО"
671,Материальный бухгалтер,Судовое оборудование и сервис
